Region,Division,lat_lng,Island,Num_of_Schools,Year,Number
Region VII,Cebu,"10.3157, 123.8854",Visayas,2250,2007,301349
Region VII,Cebu,"10.3157, 123.8854",Visayas,2250,2008,282924
Region VII,Cebu,"10.3157, 123.8854",Visayas,2250,2009,276914
Region VII,Cebu,"10.3157, 123.8854",Visayas,2250,2010,284022
Region VII,Cebu,"10.3157, 123.8854",Visayas,2250,2011,292356
Region VII,Cebu,"10.3157, 123.8854",Visayas,2250,2012,304351
Region VII,Cebu City,"10.311111, 123.891667",Visayas,2250,2005,91054
Region VII,Cebu City,"10.311111, 123.891667",Visayas,2250,2006,91989
Region VII,Cebu City,"10.311111, 123.891667",Visayas,2250,2007,93670
Region VII,Cebu City,"10.311111, 123.891667",Visayas,2250,2008,94987
Region VII,Cebu City,"10.311111, 123.891667",Visayas,2250,2009,97247
Region VII,Cebu City,"10.311111, 123.891667",Visayas,2250,2010,99231
Region VII,Cebu City,"10.311111, 123.891667",Visayas,2250,2011,104052
Region VII,Cebu City,"10.311111, 123.891667",Visayas,2250,2012,104612
Region VII,Dumaguete City,"9.307, 123.3074",Visayas,2250,2005,12528
Region VII,Dumaguete City,"9.307, 123.3074",Visayas,2250,2006,12629
Region VII,Dumaguete City,"9.307, 123.3074",Visayas,2250,2007,12736
Region VII,Dumaguete City,"9.307, 123.3074",Visayas,2250,2008,12821
Region VII,Dumaguete City,"9.307, 123.3074",Visayas,2250,2009,12900
Region VII,Dumaguete City,"9.307, 123.3074",Visayas,2250,2010,13112
Region VII,Dumaguete City,"9.307, 123.3074",Visayas,2250,2011,13256
Region VII,Dumaguete City,"9.307, 123.3074",Visayas,2250,2012,13585
Region VII,Lapu-Lapu City,"10.310278, 123.949444",Visayas,2250,2005,38866
Region VII,Lapu-Lapu City,"10.310278, 123.949444",Visayas,2250,2006,40702
Region VII,Lapu-Lapu City,"10.310278, 123.949444",Visayas,2250,2007,42557
Region VII,Lapu-Lapu City,"10.310278, 123.949444",Visayas,2250,2008,44475
Region VII,Lapu-Lapu City,"10.310278, 123.949444",Visayas,2250,2009,46075
Region VII,Lapu-Lapu City,"10.310278, 123.949444",Visayas,2250,2010,47839
Region VII,Lapu-Lapu City,"10.310278, 123.949444",Visayas,2250,2011,51086
Region VII,Lapu-Lapu City,"10.310278, 123.949444",Visayas,2250,2012,52698
Region VII,Mandaue City,"10.323663, 123.943558",Visayas,2250,2005,32300
Region VII,Mandaue City,"10.323663, 123.943558",Visayas,2250,2006,32952
Region VII,Mandaue City,"10.323663, 123.943558",Visayas,2250,2007,34260
Region VII,Mandaue City,"10.323663, 123.943558",Visayas,2250,2008,35115
Region VII,Mandaue City,"10.323663, 123.943558",Visayas,2250,2009,35744
Region VII,Mandaue City,"10.323663, 123.943558",Visayas,2250,2010,38259
Region VII,Mandaue City,"10.323663, 123.943558",Visayas,2250,2011,39625
Region VII,Mandaue City,"10.323663, 123.943558",Visayas,2250,2012,40227
Region VII,Negros Oriental,"9.6282, 122.9888",Visayas,2250,2005,135243
Region VII,Negros Oriental,"9.6282, 122.9888",Visayas,2250,2006,135791
Region VII,Negros Oriental,"9.6282, 122.9888",Visayas,2250,2007,137572
Region VII,Negros Oriental,"9.6282, 122.9888",Visayas,2250,2008,126296
Region VII,Negros Oriental,"9.6282, 122.9888",Visayas,2250,2009,129363
Region VII,Negros Oriental,"9.6282, 122.9888",Visayas,2250,2010,130545
Region VII,Negros Oriental,"9.6282, 122.9888",Visayas,2250,2011,130987
Region VII,Negros Oriental,"9.6282, 122.9888",Visayas,2250,2012,130391
Region VII,Siquijor,"9.2142, 123.515",Visayas,2250,2005,10917
Region VII,Siquijor,"9.2142, 123.515",Visayas,2250,2006,11038
Region VII,Siquijor,"9.2142, 123.515",Visayas,2250,2007,11170
Region VII,Siquijor,"9.2142, 123.515",Visayas,2250,2008,11134
Region VII,Siquijor,"9.2142, 123.515",Visayas,2250,2009,11382
Region VII,Siquijor,"9.2142, 123.515",Visayas,2250,2010,11181
Region VII,Siquijor,"9.2142, 123.515",Visayas,2250,2011,11738
Region VII,Siquijor,"9.2142, 123.515",Visayas,2250,2012,11703
Region VII,Toledo City,"10.3870, 123.6503",Visayas,2250,2005,24568
Region VII,Toledo City,"10.3870, 123.6503",Visayas,2250,2006,24641
Region VII,Toledo City,"10.3870, 123.6503",Visayas,2250,2007,25053
Region VII,Toledo City,"10.3870, 123.6503",Visayas,2250,2008,25690
Region VII,Toledo City,"10.3870, 123.6503",Visayas,2250,2009,26470
Region VII,Toledo City,"10.3870, 123.6503",Visayas,2250,2010,27176
Region VII,Toledo City,"10.3870, 123.6503",Visayas,2250,2011,28519
Region VII,Toledo City,"10.3870, 123.6503",Visayas,2250,2012,29240
Region VII,Bayawan City,"9.4499, 122.8536",Visayas,2250,2005,19857
Region VII,Bayawan City,"9.4499, 122.8536",Visayas,2250,2006,20549
Region VII,Bayawan City,"9.4499, 122.8536",Visayas,2250,2007,20336
Region VII,Bayawan City,"9.4499, 122.8536",Visayas,2250,2008,20177
Region VII,Bayawan City,"9.4499, 122.8536",Visayas,2250,2009,19868
Region VII,Bayawan City,"9.4499, 122.8536",Visayas,2250,2010,20370
Region VII,Bayawan City,"9.4499, 122.8536",Visayas,2250,2011,20256
Region VII,Bayawan City,"9.4499, 122.8536",Visayas,2250,2012,20100
Region VII,Danao City,"10.5417, 123.9527",Visayas,2250,2005,15729
Region VII,Danao City,"10.5417, 123.9527",Visayas,2250,2006,15671
Region VII,Danao City,"10.5417, 123.9527",Visayas,2250,2007,15784
Region VII,Danao City,"10.5417, 123.9527",Visayas,2250,2008,15985
Region VII,Danao City,"10.5417, 123.9527",Visayas,2250,2009,16124
Region VII,Danao City,"10.5417, 123.9527",Visayas,2250,2010,17206
Region VII,Danao City,"10.5417, 123.9527",Visayas,2250,2011,18461
Region VII,Danao City,"10.5417, 123.9527",Visayas,2250,2012,19261
Region VII,Tagbilaran City,"9.655563, 123.852187",Visayas,2250,2005,9144
Region VII,Tagbilaran City,"9.655563, 123.852187",Visayas,2250,2006,9353
Region VII,Tagbilaran City,"9.655563, 123.852187",Visayas,2250,2007,9627
Region VII,Tagbilaran City,"9.655563, 123.852187",Visayas,2250,2008,10012
Region VII,Tagbilaran City,"9.655563, 123.852187",Visayas,2250,2009,10011
Region VII,Tagbilaran City,"9.655563, 123.852187",Visayas,2250,2010,10433
Region VII,Tagbilaran City,"9.655563, 123.852187",Visayas,2250,2011,10431
Region VII,Tagbilaran City,"9.655563, 123.852187",Visayas,2250,2012,10627
Region VII,Talisay City,"10.2570, 123.8300",Visayas,2250,2005,20482
Region VII,Talisay City,"10.2570, 123.8300",Visayas,2250,2006,21100
Region VII,Talisay City,"10.2570, 123.8300",Visayas,2250,2007,22485
Region VII,Talisay City,"10.2570, 123.8300",Visayas,2250,2008,23617
Region VII,Talisay City,"10.2570, 123.8300",Visayas,2250,2009,24567
Region VII,Talisay City,"10.2570, 123.8300",Visayas,2250,2010,25396
Region VII,Talisay City,"10.2570, 123.8300",Visayas,2250,2011,27151
Region VII,Talisay City,"10.2570, 123.8300",Visayas,2250,2012,28333
Region VII,Tanjay City,"9.4958, 122.9663",Visayas,2250,2005,10918
Region VII,Tanjay City,"9.4958, 122.9663",Visayas,2250,2006,10766
Region VII,Tanjay City,"9.4958, 122.9663",Visayas,2250,2007,11091
Region VII,Tanjay City,"9.4958, 122.9663",Visayas,2250,2008,11416
Region VII,Tanjay City,"9.4958, 122.9663",Visayas,2250,2009,11266
Region VII,Tanjay City,"9.4958, 122.9663",Visayas,2250,2010,11078
Region VII,Tanjay City,"9.4958, 122.9663",Visayas,2250,2011,11190
Region VII,Tanjay City,"9.4958, 122.9663",Visayas,2250,2012,11088
Region VII,Bais City,"9.5916, 123.1212",Visayas,2250,2005,12237
Region VII,Bais City,"9.5916, 123.1212",Visayas,2250,2006,12013
Region VII,Bais City,"9.5916, 123.1212",Visayas,2250,2007,11823
Region VII,Bais City,"9.5916, 123.1212",Visayas,2250,2008,12095
Region VII,Bais City,"9.5916, 123.1212",Visayas,2250,2009,11850
Region VII,Bais City,"9.5916, 123.1212",Visayas,2250,2010,11729
Region VII,Bais City,"9.5916, 123.1212",Visayas,2250,2011,12093
Region VII,Bais City,"9.5916, 123.1212",Visayas,2250,2012,12071
Region VII,Guihulngan City,"10.1832, 123.2139",Visayas,2250,2005,0
Region VII,Guihulngan City,"10.1832, 123.2139",Visayas,2250,2006,0
Region VII,Guihulngan City,"10.1832, 123.2139",Visayas,2250,2007,0
Region VII,Guihulngan City,"10.1832, 123.2139",Visayas,2250,2008,15020
Region VII,Guihulngan City,"10.1832, 123.2139",Visayas,2250,2009,15125
Region VII,Guihulngan City,"10.1832, 123.2139",Visayas,2250,2010,15032
Region VII,Guihulngan City,"10.1832, 123.2139",Visayas,2250,2011,15857
Region VII,Guihulngan City,"10.1832, 123.2139",Visayas,2250,2012,15848
Region VII,Carcar City,"10.1151, 123.6400",Visayas,2250,2005,0
Region VII,Carcar City,"10.1151, 123.6400",Visayas,2250,2006,0
Region VII,Carcar City,"10.1151, 123.6400",Visayas,2250,2007,0
Region VII,Carcar City,"10.1151, 123.6400",Visayas,2250,2008,15840
Region VII,Carcar City,"10.1151, 123.6400",Visayas,2250,2009,16472
Region VII,Carcar City,"10.1151, 123.6400",Visayas,2250,2010,16855
Region VII,Carcar City,"10.1151, 123.6400",Visayas,2250,2011,17064
Region VII,Carcar City,"10.1151, 123.6400",Visayas,2250,2012,17694
Region VII,Bogo City,"11.0128, 123.9861",Visayas,2250,2005,0
Region VII,Bogo City,"11.0128, 123.9861",Visayas,2250,2006,0
Region VII,Bogo City,"11.0128, 123.9861",Visayas,2250,2007,0
Region VII,Bogo City,"11.0128, 123.9861",Visayas,2250,2008,9766
Region VII,Bogo City,"11.0128, 123.9861",Visayas,2250,2009,9715
Region VII,Bogo City,"11.0128, 123.9861",Visayas,2250,2010,9939
Region VII,Bogo City,"11.0128, 123.9861",Visayas,2250,2011,10146
Region VII,Bogo City,"11.0128, 123.9861",Visayas,2250,2012,10382
Region VII,City of Naga,"10.2085, 123.7573",Visayas,2250,2005,0
Region VII,City of Naga,"10.2085, 123.7573",Visayas,2250,2006,0
Region VII,City of Naga,"10.2085, 123.7573",Visayas,2250,2007,0
Region VII,City of Naga,"10.2085, 123.7573",Visayas,2250,2008,0
Region VII,City of Naga,"10.2085, 123.7573",Visayas,2250,2009,14329
Region VII,City of Naga,"10.2085, 123.7573",Visayas,2250,2010,13722
Region VII,City of Naga,"10.2085, 123.7573",Visayas,2250,2011,15528
Region VII,City of Naga,"10.2085, 123.7573",Visayas,2250,2012,15908
Region VIII,Biliran,"11.5833, 124.4642",Visayas,3642,2005,25967
Region VIII,Biliran,"11.5833, 124.4642",Visayas,3642,2006,26199
Region VIII,Biliran,"11.5833, 124.4642",Visayas,3642,2007,26247
Region VIII,Biliran,"11.5833, 124.4642",Visayas,3642,2008,26397
Region VIII,Biliran,"11.5833, 124.4642",Visayas,3642,2009,26472
Region VIII,Biliran,"11.5833, 124.4642",Visayas,3642,2010,26580
Region VIII,Biliran,"11.5833, 124.4642",Visayas,3642,2011,26938
Region VIII,Biliran,"11.5833, 124.4642",Visayas,3642,2012,27154
Region VIII,Leyte,"11.0891, 124.8923",Visayas,3642,2005,219082
Region VIII,Leyte,"11.0891, 124.8923",Visayas,3642,2006,215211
Region VIII,Leyte,"11.0891, 124.8923",Visayas,3642,2007,214489
Region VIII,Leyte,"11.0891, 124.8923",Visayas,3642,2008,217756
Region VIII,Leyte,"11.0891, 124.8923",Visayas,3642,2009,217554
Region VIII,Leyte,"11.0891, 124.8923",Visayas,3642,2010,218313
Region VIII,Leyte,"11.0891, 124.8923",Visayas,3642,2011,223839
Region VIII,Leyte,"11.0891, 124.8923",Visayas,3642,2012,225723
Region VIII,Southern Leyte,"10.3346, 125.1709",Visayas,3642,2005,45650
Region VIII,Southern Leyte,"10.3346, 125.1709",Visayas,3642,2006,44906
Region VIII,Southern Leyte,"10.3346, 125.1709",Visayas,3642,2007,45676
Region VIII,Southern Leyte,"10.3346, 125.1709",Visayas,3642,2008,45581
Region VIII,Southern Leyte,"10.3346, 125.1709",Visayas,3642,2009,45088
Region VIII,Southern Leyte,"10.3346, 125.1709",Visayas,3642,2010,46461
Region VIII,Southern Leyte,"10.3346, 125.1709",Visayas,3642,2011,47443
Region VIII,Southern Leyte,"10.3346, 125.1709",Visayas,3642,2012,47924
Region VIII,Eastern Samar,"11.5001, 125.5000",Visayas,3642,2005,77035
Region VIII,Eastern Samar,"11.5001, 125.5000",Visayas,3642,2006,77982
Region VIII,Eastern Samar,"11.5001, 125.5000",Visayas,3642,2007,80580
Region VIII,Eastern Samar,"11.5001, 125.5000",Visayas,3642,2008,80814
Region VIII,Eastern Samar,"11.5001, 125.5000",Visayas,3642,2009,83038
Region VIII,Eastern Samar,"11.5001, 125.5000",Visayas,3642,2010,83105
Region VIII,Eastern Samar,"11.5001, 125.5000",Visayas,3642,2011,79306
Region VIII,Eastern Samar,"11.5001, 125.5000",Visayas,3642,2012,67374
Region VIII,Northern Samar,"12.3613, 124.7741",Visayas,3642,2005,102891
Region VIII,Northern Samar,"12.3613, 124.7741",Visayas,3642,2006,104969
Region VIII,Northern Samar,"12.3613, 124.7741",Visayas,3642,2007,109458
Region VIII,Northern Samar,"12.3613, 124.7741",Visayas,3642,2008,115242
Region VIII,Northern Samar,"12.3613, 124.7741",Visayas,3642,2009,119683
Region VIII,Northern Samar,"12.3613, 124.7741",Visayas,3642,2010,124742
Region VIII,Northern Samar,"12.3613, 124.7741",Visayas,3642,2011,119111
Region VIII,Northern Samar,"12.3613, 124.7741",Visayas,3642,2012,118379
Region VIII,Samar (Western Samar),"11.5795, 124.9748",Visayas,3642,2005,92437
Region VIII,Samar (Western Samar),"11.5795, 124.9748",Visayas,3642,2006,95025
Region VIII,Samar (Western Samar),"11.5795, 124.9748",Visayas,3642,2007,98697
Region VIII,Samar (Western Samar),"11.5795, 124.9748",Visayas,3642,2008,101416
Region VIII,Samar (Western Samar),"11.5795, 124.9748",Visayas,3642,2009,104304
Region VIII,Samar (Western Samar),"11.5795, 124.9748",Visayas,3642,2010,111023
Region VIII,Samar (Western Samar),"11.5795, 124.9748",Visayas,3642,2011,111355
Region VIII,Samar (Western Samar),"11.5795, 124.9748",Visayas,3642,2012,91896
Region VIII,Calbayog City,"12.0676, 124.5930",Visayas,3642,2005,27345
Region VIII,Calbayog City,"12.0676, 124.5930",Visayas,3642,2006,27534
Region VIII,Calbayog City,"12.0676, 124.5930",Visayas,3642,2007,28357
Region VIII,Calbayog City,"12.0676, 124.5930",Visayas,3642,2008,29580
Region VIII,Calbayog City,"12.0676, 124.5930",Visayas,3642,2009,30629
Region VIII,Calbayog City,"12.0676, 124.5930",Visayas,3642,2010,32591
Region VIII,Calbayog City,"12.0676, 124.5930",Visayas,3642,2011,32521
Region VIII,Calbayog City,"12.0676, 124.5930",Visayas,3642,2012,31894
Region VIII,Ormoc City,"11.006389, 124.6075",Visayas,3642,2005,27067
Region VIII,Ormoc City,"11.006389, 124.6075",Visayas,3642,2006,26892
Region VIII,Ormoc City,"11.006389, 124.6075",Visayas,3642,2007,26835
Region VIII,Ormoc City,"11.006389, 124.6075",Visayas,3642,2008,27207
Region VIII,Ormoc City,"11.006389, 124.6075",Visayas,3642,2009,26956
Region VIII,Ormoc City,"11.006389, 124.6075",Visayas,3642,2010,27673
Region VIII,Ormoc City,"11.006389, 124.6075",Visayas,3642,2011,28443
Region VIII,Ormoc City,"11.006389, 124.6075",Visayas,3642,2012,28293
Region VIII,Tacloban City,"11.243333, 125.004722",Visayas,3642,2005,27543
Region VIII,Tacloban City,"11.243333, 125.004722",Visayas,3642,2006,27648
Region VIII,Tacloban City,"11.243333, 125.004722",Visayas,3642,2007,28680
Region VIII,Tacloban City,"11.243333, 125.004722",Visayas,3642,2008,29295
Region VIII,Tacloban City,"11.243333, 125.004722",Visayas,3642,2009,29586
Region VIII,Tacloban City,"11.243333, 125.004722",Visayas,3642,2010,29880
Region VIII,Tacloban City,"11.243333, 125.004722",Visayas,3642,2011,30575
Region VIII,Tacloban City,"11.243333, 125.004722",Visayas,3642,2012,30604
Region VIII,Maasin City,"10.133611, 124.844722",Visayas,3642,2005,9625
Region VIII,Maasin City,"10.133611, 124.844722",Visayas,3642,2006,9670
Region VIII,Maasin City,"10.133611, 124.844722",Visayas,3642,2007,9784
Region VIII,Maasin City,"10.133611, 124.844722",Visayas,3642,2008,10114
Region VIII,Maasin City,"10.133611, 124.844722",Visayas,3642,2009,10161
Region VIII,Maasin City,"10.133611, 124.844722",Visayas,3642,2010,10341
Region VIII,Maasin City,"10.133611, 124.844722",Visayas,3642,2011,10304
Region VIII,Maasin City,"10.133611, 124.844722",Visayas,3642,2012,10554
Region VIII,Catbalogan City,"11.775278, 124.886111",Visayas,3642,2005,0
Region VIII,Catbalogan City,"11.775278, 124.886111",Visayas,3642,2006,0
Region VIII,Catbalogan City,"11.775278, 124.886111",Visayas,3642,2007,0
Region VIII,Catbalogan City,"11.775278, 124.886111",Visayas,3642,2008,0
Region VIII,Catbalogan City,"11.775278, 124.886111",Visayas,3642,2009,0
Region VIII,Catbalogan City,"11.775278, 124.886111",Visayas,3642,2010,0
Region VIII,Catbalogan City,"11.775278, 124.886111",Visayas,3642,2011,0
Region VIII,Catbalogan City,"11.775278, 124.886111",Visayas,3642,2012,16946
Region VIII,Borongan City,"11.608056, 125.431944",Visayas,3642,2005,0
Region VIII,Borongan City,"11.608056, 125.431944",Visayas,3642,2006,0
Region VIII,Borongan City,"11.608056, 125.431944",Visayas,3642,2007,0
Region VIII,Borongan City,"11.608056, 125.431944",Visayas,3642,2008,0
Region VIII,Borongan City,"11.608056, 125.431944",Visayas,3642,2009,0
Region VIII,Borongan City,"11.608056, 125.431944",Visayas,3642,2010,0
Region VIII,Borongan City,"11.608056, 125.431944",Visayas,3642,2011,0
Region VIII,Borongan City,"11.608056, 125.431944",Visayas,3642,2012,10626
Region IX,Zamboanga del Norte,"8.3886, 123.1689",Mindanao,2125,2005,131884
Region IX,Zamboanga del Norte,"8.3886, 123.1689",Mindanao,2125,2006,133813
Region IX,Zamboanga del Norte,"8.3886, 123.1689",Mindanao,2125,2007,136878
Region IX,Zamboanga del Norte,"8.3886, 123.1689",Mindanao,2125,2008,144211
Region IX,Zamboanga del Norte,"8.3886, 123.1689",Mindanao,2125,2009,151324
Region IX,Zamboanga del Norte,"8.3886, 123.1689",Mindanao,2125,2010,155820
Region IX,Zamboanga del Norte,"8.3886, 123.1689",Mindanao,2125,2011,155644
Region IX,Zamboanga del Norte,"8.3886, 123.1689",Mindanao,2125,2012,148827
Region IX,Zamboanga del Sur,"7.8383, 123.2967",Mindanao,2125,2005,125873
Region IX,Zamboanga del Sur,"7.8383, 123.2967",Mindanao,2125,2006,124152
Region IX,Zamboanga del Sur,"7.8383, 123.2967",Mindanao,2125,2007,123233
Region IX,Zamboanga del Sur,"7.8383, 123.2967",Mindanao,2125,2008,122724
Region IX,Zamboanga del Sur,"7.8383, 123.2967",Mindanao,2125,2009,122788
Region IX,Zamboanga del Sur,"7.8383, 123.2967",Mindanao,2125,2010,126427
Region IX,Zamboanga del Sur,"7.8383, 123.2967",Mindanao,2125,2011,129481
Region IX,Zamboanga del Sur,"7.8383, 123.2967",Mindanao,2125,2012,129191
