Region,Division,lat_lng,Island,Num_of_Schools,Year,Number
Region I,Ilocos Norte,"18.1647, 120.7116",Luzon,2406,2005,53546
Region I,Ilocos Norte,"18.1647, 120.7116",Luzon,2406,2006,53595
Region I,Ilocos Norte,"18.1647, 120.7116",Luzon,2406,2007,53879
Region I,Ilocos Norte,"18.1647, 120.7116",Luzon,2406,2008,54134
Region I,Ilocos Norte,"18.1647, 120.7116",Luzon,2406,2009,54185
Region I,Ilocos Norte,"18.1647, 120.7116",Luzon,2406,2010,54573
Region I,Ilocos Norte,"18.1647, 120.7116",Luzon,2406,2011,55885
Region I,Ilocos Norte,"18.1647, 120.7116",Luzon,2406,2012,56473
Region I,Ilocos Sur,"17.2279, 120.5740",Luzon,2406,2005,66098
Region I,Ilocos Sur,"17.2279, 120.5740",Luzon,2406,2006,65845
Region I,Ilocos Sur,"17.2279, 120.5740",Luzon,2406,2007,66210
Region I,Ilocos Sur,"17.2279, 120.5740",Luzon,2406,2008,66430
Region I,Ilocos Sur,"17.2279, 120.5740",Luzon,2406,2009,67522
Region I,Ilocos Sur,"17.2279, 120.5740",Luzon,2406,2010,68563
Region I,Ilocos Sur,"17.2279, 120.5740",Luzon,2406,2011,69871
Region I,Ilocos Sur,"17.2279, 120.5740",Luzon,2406,2012,69652
Region I,La Union,"16.6159, 120.3209",Luzon,2406,2005,77154
Region I,La Union,"16.6159, 120.3209",Luzon,2406,2006,76911
Region I,La Union,"16.6159, 120.3209",Luzon,2406,2007,77115
Region I,La Union,"16.6159, 120.3209",Luzon,2406,2008,77463
Region I,La Union,"16.6159, 120.3209",Luzon,2406,2009,78130
Region I,La Union,"16.6159, 120.3209",Luzon,2406,2010,78510
Region I,La Union,"16.6159, 120.3209",Luzon,2406,2011,79132
Region I,La Union,"16.6159, 120.3209",Luzon,2406,2012,77869
Region I,Lingayen,"16.0060, 120.2397",Luzon,2406,2005,173544
Region I,Lingayen,"16.0060, 120.2397",Luzon,2406,2006,172930
Region I,Lingayen,"16.0060, 120.2397",Luzon,2406,2007,172823
Region I,Lingayen,"16.0060, 120.2397",Luzon,2406,2008,174484
Region I,Lingayen,"16.0060, 120.2397",Luzon,2406,2009,174787
Region I,Lingayen,"16.0060, 120.2397",Luzon,2406,2010,174439
Region I,Lingayen,"16.0060, 120.2397",Luzon,2406,2011,176129
Region I,Lingayen,"16.0060, 120.2397",Luzon,2406,2012,176715
Region I,Binalonan,"16.0659, 120.5970",Luzon,2406,2005,135611
Region I,Binalonan,"16.0659, 120.5970",Luzon,2406,2006,134251
Region I,Binalonan,"16.0659, 120.5970",Luzon,2406,2007,132979
Region I,Binalonan,"16.0659, 120.5970",Luzon,2406,2008,134013
Region I,Binalonan,"16.0659, 120.5970",Luzon,2406,2009,134100
Region I,Binalonan,"16.0659, 120.5970",Luzon,2406,2010,133235
Region I,Binalonan,"16.0659, 120.5970",Luzon,2406,2011,133256
Region I,Binalonan,"16.0659, 120.5970",Luzon,2406,2012,134090
Region I,Dagupan City,"16.0433, 120.3333",Luzon,2406,2005,18820
Region I,Dagupan City,"16.0433, 120.3333",Luzon,2406,2006,19346
Region I,Dagupan City,"16.0433, 120.3333",Luzon,2406,2007,19749
Region I,Dagupan City,"16.0433, 120.3333",Luzon,2406,2008,20181
Region I,Dagupan City,"16.0433, 120.3333",Luzon,2406,2009,20720
Region I,Dagupan City,"16.0433, 120.3333",Luzon,2406,2010,21060
Region I,Dagupan City,"16.0433, 120.3333",Luzon,2406,2011,22067
Region I,Dagupan City,"16.0433, 120.3333",Luzon,2406,2012,22104
Region I,Laoag City,"18.1960, 120.5927",Luzon,2406,2005,9769
Region I,Laoag City,"18.1960, 120.5927",Luzon,2406,2006,9920
Region I,Laoag City,"18.1960, 120.5927",Luzon,2406,2007,10073
Region I,Laoag City,"18.1960, 120.5927",Luzon,2406,2008,10294
Region I,Laoag City,"18.1960, 120.5927",Luzon,2406,2009,10392
Region I,Laoag City,"18.1960, 120.5927",Luzon,2406,2010,10697
Region I,Laoag City,"18.1960, 120.5927",Luzon,2406,2011,10983
Region I,Laoag City,"18.1960, 120.5927",Luzon,2406,2012,11333
Region I,San Carlos City,"15.8989, 120.3205",Luzon,2406,2005,25236
Region I,San Carlos City,"15.8989, 120.3205",Luzon,2406,2006,25170
Region I,San Carlos City,"15.8989, 120.3205",Luzon,2406,2007,25668
Region I,San Carlos City,"15.8989, 120.3205",Luzon,2406,2008,25754
Region I,San Carlos City,"15.8989, 120.3205",Luzon,2406,2009,25529
Region I,San Carlos City,"15.8989, 120.3205",Luzon,2406,2010,25352
Region I,San Carlos City,"15.8989, 120.3205",Luzon,2406,2011,25696
Region I,San Carlos City,"15.8989, 120.3205",Luzon,2406,2012,26146
Region I,Urdaneta City,"15.9758, 120.5707",Luzon,2406,2005,16496
Region I,Urdaneta City,"15.9758, 120.5707",Luzon,2406,2006,16237
Region I,Urdaneta City,"15.9758, 120.5707",Luzon,2406,2007,16209
Region I,Urdaneta City,"15.9758, 120.5707",Luzon,2406,2008,16445
Region I,Urdaneta City,"15.9758, 120.5707",Luzon,2406,2009,16910
Region I,Urdaneta City,"15.9758, 120.5707",Luzon,2406,2010,17497
Region I,Urdaneta City,"15.9758, 120.5707",Luzon,2406,2011,18090
Region I,Urdaneta City,"15.9758, 120.5707",Luzon,2406,2012,18231
Region I,Candon City,"17.1874, 120.4467",Luzon,2406,2005,7377
Region I,Candon City,"17.1874, 120.4467",Luzon,2406,2006,6177
Region I,Candon City,"17.1874, 120.4467",Luzon,2406,2007,6143
Region I,Candon City,"17.1874, 120.4467",Luzon,2406,2008,6102
Region I,Candon City,"17.1874, 120.4467",Luzon,2406,2009,6179
Region I,Candon City,"17.1874, 120.4467",Luzon,2406,2010,6299
Region I,Candon City,"17.1874, 120.4467",Luzon,2406,2011,6501
Region I,Candon City,"17.1874, 120.4467",Luzon,2406,2012,6536
Region I,Alaminos City,"16.1505, 119.9856",Luzon,2406,2005,11372
Region I,Alaminos City,"16.1505, 119.9856",Luzon,2406,2006,11465
Region I,Alaminos City,"16.1505, 119.9856",Luzon,2406,2007,11514
Region I,Alaminos City,"16.1505, 119.9856",Luzon,2406,2008,11698
Region I,Alaminos City,"16.1505, 119.9856",Luzon,2406,2009,11766
Region I,Alaminos City,"16.1505, 119.9856",Luzon,2406,2010,11864
Region I,Alaminos City,"16.1505, 119.9856",Luzon,2406,2011,12193
Region I,Alaminos City,"16.1505, 119.9856",Luzon,2406,2012,12488
Region I,Vigan City,"17.5705, 120.3873",Luzon,2406,2005,4836
Region I,Vigan City,"17.5705, 120.3873",Luzon,2406,2006,4776
Region I,Vigan City,"17.5705, 120.3873",Luzon,2406,2007,4860
Region I,Vigan City,"17.5705, 120.3873",Luzon,2406,2008,4964
Region I,Vigan City,"17.5705, 120.3873",Luzon,2406,2009,4979
Region I,Vigan City,"17.5705, 120.3873",Luzon,2406,2010,5305
Region I,Vigan City,"17.5705, 120.3873",Luzon,2406,2011,5538
Region I,Vigan City,"17.5705, 120.3873",Luzon,2406,2012,5750
Region I,San Fernando City,"16.6074, 120.3666",Luzon,2406,2005,10902
Region I,San Fernando City,"16.6074, 120.3666",Luzon,2406,2006,11047
Region I,San Fernando City,"16.6074, 120.3666",Luzon,2406,2007,11142
Region I,San Fernando City,"16.6074, 120.3666",Luzon,2406,2008,11222
Region I,San Fernando City,"16.6074, 120.3666",Luzon,2406,2009,11251
Region I,San Fernando City,"16.6074, 120.3666",Luzon,2406,2010,11272
Region I,San Fernando City,"16.6074, 120.3666",Luzon,2406,2011,11510
Region I,San Fernando City,"16.6074, 120.3666",Luzon,2406,2012,11843
Region II,Batanes,"20.4485, 121.9708",Luzon,2200,2005,2359
Region II,Batanes,"20.4485, 121.9708",Luzon,2200,2006,2315
Region II,Batanes,"20.4485, 121.9708",Luzon,2200,2007,2274
Region II,Batanes,"20.4485, 121.9708",Luzon,2200,2008,2227
Region II,Batanes,"20.4485, 121.9708",Luzon,2200,2009,2248
Region II,Batanes,"20.4485, 121.9708",Luzon,2200,2010,2238
Region II,Batanes,"20.4485, 121.9708",Luzon,2200,2011,2315
Region II,Batanes,"20.4485, 121.9708",Luzon,2200,2012,2329
Region II,Cagayan,"18.2490, 121.8788",Luzon,2200,2005,136140
Region II,Cagayan,"18.2490, 121.8788",Luzon,2200,2006,135037
Region II,Cagayan,"18.2490, 121.8788",Luzon,2200,2007,135087
Region II,Cagayan,"18.2490, 121.8788",Luzon,2200,2008,137059
Region II,Cagayan,"18.2490, 121.8788",Luzon,2200,2009,136027
Region II,Cagayan,"18.2490, 121.8788",Luzon,2200,2010,134389
Region II,Cagayan,"18.2490, 121.8788",Luzon,2200,2011,134765
Region II,Cagayan,"18.2490, 121.8788",Luzon,2200,2012,137535
Region II,Isabela,"16.9754, 121.8107",Luzon,2200,2005,181721
Region II,Isabela,"16.9754, 121.8107",Luzon,2200,2006,179777
Region II,Isabela,"16.9754, 121.8107",Luzon,2200,2007,176242
Region II,Isabela,"16.9754, 121.8107",Luzon,2200,2008,175147
Region II,Isabela,"16.9754, 121.8107",Luzon,2200,2009,157179
Region II,Isabela,"16.9754, 121.8107",Luzon,2200,2010,158347
Region II,Isabela,"16.9754, 121.8107",Luzon,2200,2011,159696
Region II,Isabela,"16.9754, 121.8107",Luzon,2200,2012,162150
Region II,Nueva Vizcaya,"16.3301, 121.1710",Luzon,2200,2005,54723
Region II,Nueva Vizcaya,"16.3301, 121.1710",Luzon,2200,2006,54263
Region II,Nueva Vizcaya,"16.3301, 121.1710",Luzon,2200,2007,54968
Region II,Nueva Vizcaya,"16.3301, 121.1710",Luzon,2200,2008,55768
Region II,Nueva Vizcaya,"16.3301, 121.1710",Luzon,2200,2009,56225
Region II,Nueva Vizcaya,"16.3301, 121.1710",Luzon,2200,2010,57007
Region II,Nueva Vizcaya,"16.3301, 121.1710",Luzon,2200,2011,58325
Region II,Nueva Vizcaya,"16.3301, 121.1710",Luzon,2200,2012,59402
Region II,Quirino,"16.2700, 121.5370",Luzon,2200,2005,24887
Region II,Quirino,"16.2700, 121.5370",Luzon,2200,2006,24827
Region II,Quirino,"16.2700, 121.5370",Luzon,2200,2007,24859
Region II,Quirino,"16.2700, 121.5370",Luzon,2200,2008,24971
Region II,Quirino,"16.2700, 121.5370",Luzon,2200,2009,25056
Region II,Quirino,"16.2700, 121.5370",Luzon,2200,2010,25348
Region II,Quirino,"16.2700, 121.5370",Luzon,2200,2011,25385
Region II,Quirino,"16.2700, 121.5370",Luzon,2200,2012,25389
Region II,Tuguegarao City,"17.615772, 121.722849",Luzon,2200,2005,16258
Region II,Tuguegarao City,"17.615772, 121.722849",Luzon,2200,2006,16197
Region II,Tuguegarao City,"17.615772, 121.722849",Luzon,2200,2007,16200
Region II,Tuguegarao City,"17.615772, 121.722849",Luzon,2200,2008,16244
Region II,Tuguegarao City,"17.615772, 121.722849",Luzon,2200,2009,16088
Region II,Tuguegarao City,"17.615772, 121.722849",Luzon,2200,2010,15553
Region II,Tuguegarao City,"17.615772, 121.722849",Luzon,2200,2011,15996
Region II,Tuguegarao City,"17.615772, 121.722849",Luzon,2200,2012,16028
Region II,Cauayan City,"16.9166, 121.7879",Luzon,2200,2005,15385
Region II,Cauayan City,"16.9166, 121.7879",Luzon,2200,2006,14953
Region II,Cauayan City,"16.9166, 121.7879",Luzon,2200,2007,14772
Region II,Cauayan City,"16.9166, 121.7879",Luzon,2200,2008,14666
Region II,Cauayan City,"16.9166, 121.7879",Luzon,2200,2009,15002
Region II,Cauayan City,"16.9166, 121.7879",Luzon,2200,2010,15132
Region II,Cauayan City,"16.9166, 121.7879",Luzon,2200,2011,15325
Region II,Cauayan City,"16.9166, 121.7879",Luzon,2200,2012,15767
Region II,Santiago City,"16.688112, 121.547197",Luzon,2200,2005,0
Region II,Santiago City,"16.688112, 121.547197",Luzon,2200,2006,0
Region II,Santiago City,"16.688112, 121.547197",Luzon,2200,2007,0
Region II,Santiago City,"16.688112, 121.547197",Luzon,2200,2008,0
Region II,Santiago City,"16.688112, 121.547197",Luzon,2200,2009,15546
Region II,Santiago City,"16.688112, 121.547197",Luzon,2200,2010,15762
Region II,Santiago City,"16.688112, 121.547197",Luzon,2200,2011,15730
Region II,Santiago City,"16.688112, 121.547197",Luzon,2200,2012,15974
Region III,San Jose City,"10.18, 125.568333",Luzon,3002,2005,0
Region III,San Jose City,"10.18, 125.568333",Luzon,3002,2006,0
Region III,San Jose City,"10.18, 125.568333",Luzon,3002,2007,0
Region III,San Jose City,"10.18, 125.568333",Luzon,3002,2008,0
Region III,San Jose City,"10.18, 125.568333",Luzon,3002,2009,0
Region III,San Jose City,"10.18, 125.568333",Luzon,3002,2010,15375
Region III,San Jose City,"10.18, 125.568333",Luzon,3002,2011,15653
Region III,San Jose City,"10.18, 125.568333",Luzon,3002,2012,16395
Region III,Aurora,"16.0774, 121.7693",Luzon,3002,2005,29357
Region III,Aurora,"16.0774, 121.7693",Luzon,3002,2006,29808
Region III,Aurora,"16.0774, 121.7693",Luzon,3002,2007,32037
Region III,Aurora,"16.0774, 121.7693",Luzon,3002,2008,33080
Region III,Aurora,"16.0774, 121.7693",Luzon,3002,2009,33489
Region III,Aurora,"16.0774, 121.7693",Luzon,3002,2010,34200
Region III,Aurora,"16.0774, 121.7693",Luzon,3002,2011,34052
Region III,Aurora,"16.0774, 121.7693",Luzon,3002,2012,33647
Region III,Bataan,"14.6417, 120.4818",Luzon,3002,2005,74578
Region III,Bataan,"14.6417, 120.4818",Luzon,3002,2006,75754
Region III,Bataan,"14.6417, 120.4818",Luzon,3002,2007,76683
Region III,Bataan,"14.6417, 120.4818",Luzon,3002,2008,77313
Region III,Bataan,"14.6417, 120.4818",Luzon,3002,2009,77896
Region III,Bataan,"14.6417, 120.4818",Luzon,3002,2010,78343
Region III,Bataan,"14.6417, 120.4818",Luzon,3002,2011,79433
Region III,Bataan,"14.6417, 120.4818",Luzon,3002,2012,80529
Region III,Bulacan,"14.9968, 121.1710",Luzon,3002,2005,238714
Region III,Bulacan,"14.9968, 121.1710",Luzon,3002,2006,243532
Region III,Bulacan,"14.9968, 121.1710",Luzon,3002,2007,247371
Region III,Bulacan,"14.9968, 121.1710",Luzon,3002,2008,252015
Region III,Bulacan,"14.9968, 121.1710",Luzon,3002,2009,259023
Region III,Bulacan,"14.9968, 121.1710",Luzon,3002,2010,262088
Region III,Bulacan,"14.9968, 121.1710",Luzon,3002,2011,267647
Region III,Bulacan,"14.9968, 121.1710",Luzon,3002,2012,269405
Region III,Nueva Ecija,"15.5784, 121.1113",Luzon,3002,2005,186843
Region III,Nueva Ecija,"15.5784, 121.1113",Luzon,3002,2006,184867
Region III,Nueva Ecija,"15.5784, 121.1113",Luzon,3002,2007,185301
Region III,Nueva Ecija,"15.5784, 121.1113",Luzon,3002,2008,187040
Region III,Nueva Ecija,"15.5784, 121.1113",Luzon,3002,2009,188288
Region III,Nueva Ecija,"15.5784, 121.1113",Luzon,3002,2010,174227
Region III,Nueva Ecija,"15.5784, 121.1113",Luzon,3002,2011,177333
Region III,Nueva Ecija,"15.5784, 121.1113",Luzon,3002,2012,177875
Region III,Pampanga,"15.0794, 120.6200",Luzon,3002,2005,209521
Region III,Pampanga,"15.0794, 120.6200",Luzon,3002,2006,213353
Region III,Pampanga,"15.0794, 120.6200",Luzon,3002,2007,215998
Region III,Pampanga,"15.0794, 120.6200",Luzon,3002,2008,218527
Region III,Pampanga,"15.0794, 120.6200",Luzon,3002,2009,220878
Region III,Pampanga,"15.0794, 120.6200",Luzon,3002,2010,223611
Region III,Pampanga,"15.0794, 120.6200",Luzon,3002,2011,224664
Region III,Pampanga,"15.0794, 120.6200",Luzon,3002,2012,225540
Region III,Tarlac,"15.4470, 120.4696",Luzon,3002,2005,118578
Region III,Tarlac,"15.4470, 120.4696",Luzon,3002,2006,119597
Region III,Tarlac,"15.4470, 120.4696",Luzon,3002,2007,120204
Region III,Tarlac,"15.4470, 120.4696",Luzon,3002,2008,121674
Region III,Tarlac,"15.4470, 120.4696",Luzon,3002,2009,124162
Region III,Tarlac,"15.4470, 120.4696",Luzon,3002,2010,125374
Region III,Tarlac,"15.4470, 120.4696",Luzon,3002,2011,127272
Region III,Tarlac,"15.4470, 120.4696",Luzon,3002,2012,126826
Region III,Zambales,"15.5082, 119.9698",Luzon,3002,2005,67936
Region III,Zambales,"15.5082, 119.9698",Luzon,3002,2006,68289
Region III,Zambales,"15.5082, 119.9698",Luzon,3002,2007,70112
Region III,Zambales,"15.5082, 119.9698",Luzon,3002,2008,71224
Region III,Zambales,"15.5082, 119.9698",Luzon,3002,2009,73388
Region III,Zambales,"15.5082, 119.9698",Luzon,3002,2010,74717
Region III,Zambales,"15.5082, 119.9698",Luzon,3002,2011,75567
Region III,Zambales,"15.5082, 119.9698",Luzon,3002,2012,75751
Region III,Angeles City,"15.146953, 120.588858",Luzon,3002,2005,41650
Region III,Angeles City,"15.146953, 120.588858",Luzon,3002,2006,42190
Region III,Angeles City,"15.146953, 120.588858",Luzon,3002,2007,42980
Region III,Angeles City,"15.146953, 120.588858",Luzon,3002,2008,43864
Region III,Angeles City,"15.146953, 120.588858",Luzon,3002,2009,44967
Region III,Angeles City,"15.146953, 120.588858",Luzon,3002,2010,46194
Region III,Angeles City,"15.146953, 120.588858",Luzon,3002,2011,47130
Region III,Angeles City,"15.146953, 120.588858",Luzon,3002,2012,48129
Region III,Cabanatuan City,"15.485863, 120.966476",Luzon,3002,2005,30581
Region III,Cabanatuan City,"15.485863, 120.966476",Luzon,3002,2006,30778
Region III,Cabanatuan City,"15.485863, 120.966476",Luzon,3002,2007,31260
Region III,Cabanatuan City,"15.485863, 120.966476",Luzon,3002,2008,31998
Region III,Cabanatuan City,"15.485863, 120.966476",Luzon,3002,2009,32875
Region III,Cabanatuan City,"15.485863, 120.966476",Luzon,3002,2010,32871
Region III,Cabanatuan City,"15.485863, 120.966476",Luzon,3002,2011,33496
Region III,Cabanatuan City,"15.485863, 120.966476",Luzon,3002,2012,34388
Region III,Olongapo City,"14.838908, 120.285118",Luzon,3002,2005,26122
Region III,Olongapo City,"14.838908, 120.285118",Luzon,3002,2006,26846
Region III,Olongapo City,"14.838908, 120.285118",Luzon,3002,2007,27380
Region III,Olongapo City,"14.838908, 120.285118",Luzon,3002,2008,28726
Region III,Olongapo City,"14.838908, 120.285118",Luzon,3002,2009,28337
Region III,Olongapo City,"14.838908, 120.285118",Luzon,3002,2010,28441
Region III,Olongapo City,"14.838908, 120.285118",Luzon,3002,2011,28626
Region III,Olongapo City,"14.838908, 120.285118",Luzon,3002,2012,28424
Region III,San Jose del Monte City,"14.8206, 121.1023",Luzon,3002,2005,50057
Region III,San Jose del Monte City,"14.8206, 121.1023",Luzon,3002,2006,51835
Region III,San Jose del Monte City,"14.8206, 121.1023",Luzon,3002,2007,53745
Region III,San Jose del Monte City,"14.8206, 121.1023",Luzon,3002,2008,55114
Region III,San Jose del Monte City,"14.8206, 121.1023",Luzon,3002,2009,57006
Region III,San Jose del Monte City,"14.8206, 121.1023",Luzon,3002,2010,58516
Region III,San Jose del Monte City,"14.8206, 121.1023",Luzon,3002,2011,60154
Region III,San Jose del Monte City,"14.8206, 121.1023",Luzon,3002,2012,61173
Region III,San Fernando City,"15.0594, 120.6567",Luzon,3002,2005,28288
Region III,San Fernando City,"15.0594, 120.6567",Luzon,3002,2006,29206
Region III,San Fernando City,"15.0594, 120.6567",Luzon,3002,2007,30008
Region III,San Fernando City,"15.0594, 120.6567",Luzon,3002,2008,30879
Region III,San Fernando City,"15.0594, 120.6567",Luzon,3002,2009,31873
Region III,San Fernando City,"15.0594, 120.6567",Luzon,3002,2010,32370
Region III,San Fernando City,"15.0594, 120.6567",Luzon,3002,2011,33774
Region III,San Fernando City,"15.0594, 120.6567",Luzon,3002,2012,34516
Region III,Gapan City,"15.2912, 121.0106",Luzon,3002,2005,14290
Region III,Gapan City,"15.2912, 121.0106",Luzon,3002,2006,14528
Region III,Gapan City,"15.2912, 121.0106",Luzon,3002,2007,14333
Region III,Gapan City,"15.2912, 121.0106",Luzon,3002,2008,14627
Region III,Gapan City,"15.2912, 121.0106",Luzon,3002,2009,14639
Region III,Gapan City,"15.2912, 121.0106",Luzon,3002,2010,14852
Region III,Gapan City,"15.2912, 121.0106",Luzon,3002,2011,14871
Region III,Gapan City,"15.2912, 121.0106",Luzon,3002,2012,14451
Region III,Tarlac City,"15.480169, 120.59794",Luzon,3002,2005,39196
Region III,Tarlac City,"15.480169, 120.59794",Luzon,3002,2006,39692
Region III,Tarlac City,"15.480169, 120.59794",Luzon,3002,2007,39990
Region III,Tarlac City,"15.480169, 120.59794",Luzon,3002,2008,40186
Region III,Tarlac City,"15.480169, 120.59794",Luzon,3002,2009,41008
Region III,Tarlac City,"15.480169, 120.59794",Luzon,3002,2010,41124
Region III,Tarlac City,"15.480169, 120.59794",Luzon,3002,2011,41479
Region III,Tarlac City,"15.480169, 120.59794",Luzon,3002,2012,42014
Region III,Munoz Science City,"15.7295, 120.8729",Luzon,3002,2005,10149
Region III,Munoz Science City,"15.7295, 120.8729",Luzon,3002,2006,10063
Region III,Munoz Science City,"15.7295, 120.8729",Luzon,3002,2007,10192
Region III,Munoz Science City,"15.7295, 120.8729",Luzon,3002,2008,10304
Region III,Munoz Science City,"15.7295, 120.8729",Luzon,3002,2009,10298
Region III,Munoz Science City,"15.7295, 120.8729",Luzon,3002,2010,10684
Region III,Munoz Science City,"15.7295, 120.8729",Luzon,3002,2011,10652
Region III,Munoz Science City,"15.7295, 120.8729",Luzon,3002,2012,10617
Region III,Balanga City,"14.676111, 120.536111",Luzon,3002,2005,10483
Region III,Balanga City,"14.676111, 120.536111",Luzon,3002,2006,10570
Region III,Balanga City,"14.676111, 120.536111",Luzon,3002,2007,10778
Region III,Balanga City,"14.676111, 120.536111",Luzon,3002,2008,11035
Region III,Balanga City,"14.676111, 120.536111",Luzon,3002,2009,11092
Region III,Balanga City,"14.676111, 120.536111",Luzon,3002,2010,11238
Region III,Balanga City,"14.676111, 120.536111",Luzon,3002,2011,11721
Region III,Balanga City,"14.676111, 120.536111",Luzon,3002,2012,11713
Region III,Malolos City,"14.844302, 120.810388",Luzon,3002,2005,21560
Region III,Malolos City,"14.844302, 120.810388",Luzon,3002,2006,21759
Region III,Malolos City,"14.844302, 120.810388",Luzon,3002,2007,22194
Region III,Malolos City,"14.844302, 120.810388",Luzon,3002,2008,22356
Region III,Malolos City,"14.844302, 120.810388",Luzon,3002,2009,22782
Region III,Malolos City,"14.844302, 120.810388",Luzon,3002,2010,22967
Region III,Malolos City,"14.844302, 120.810388",Luzon,3002,2011,23507
Region III,Malolos City,"14.844302, 120.810388",Luzon,3002,2012,23714
Region IV-A,Dasmarinas City,"14.2990, 120.9590",Luzon,2740,2005,0
Region IV-A,Dasmarinas City,"14.2990, 120.9590",Luzon,2740,2006,0
Region IV-A,Dasmarinas City,"14.2990, 120.9590",Luzon,2740,2007,0
Region IV-A,Dasmarinas City,"14.2990, 120.9590",Luzon,2740,2008,0
Region IV-A,Dasmarinas City,"14.2990, 120.9590",Luzon,2740,2009,0
Region IV-A,Dasmarinas City,"14.2990, 120.9590",Luzon,2740,2010,63060
Region IV-A,Dasmarinas City,"14.2990, 120.9590",Luzon,2740,2011,65407
Region IV-A,Dasmarinas City,"14.2990, 120.9590",Luzon,2740,2012,66702
Region IV-A,Batangas,"13.7567, 121.0584",Luzon,2740,2005,194420
Region IV-A,Batangas,"13.7567, 121.0584",Luzon,2740,2006,198213
Region IV-A,Batangas,"13.7567, 121.0584",Luzon,2740,2007,201773
Region IV-A,Batangas,"13.7567, 121.0584",Luzon,2740,2008,204699
Region IV-A,Batangas,"13.7567, 121.0584",Luzon,2740,2009,207662
Region IV-A,Batangas,"13.7567, 121.0584",Luzon,2740,2010,210298
Region IV-A,Batangas,"13.7567, 121.0584",Luzon,2740,2011,213356
Region IV-A,Batangas,"13.7567, 121.0584",Luzon,2740,2012,213061
Region IV-A,Cavite,"14.2456, 120.8786",Luzon,2740,2005,282100
Region IV-A,Cavite,"14.2456, 120.8786",Luzon,2740,2006,287623
Region IV-A,Cavite,"14.2456, 120.8786",Luzon,2740,2007,295079
Region IV-A,Cavite,"14.2456, 120.8786",Luzon,2740,2008,303752
Region IV-A,Cavite,"14.2456, 120.8786",Luzon,2740,2009,312595
Region IV-A,Cavite,"14.2456, 120.8786",Luzon,2740,2010,260925
Region IV-A,Cavite,"14.2456, 120.8786",Luzon,2740,2011,272292
Region IV-A,Cavite,"14.2456, 120.8786",Luzon,2740,2012,280362
Region IV-A,Laguna,"14.1407, 121.4692",Luzon,2740,2005,178495
Region IV-A,Laguna,"14.1407, 121.4692",Luzon,2740,2006,183378
Region IV-A,Laguna,"14.1407, 121.4692",Luzon,2740,2007,188796
Region IV-A,Laguna,"14.1407, 121.4692",Luzon,2740,2008,190409
Region IV-A,Laguna,"14.1407, 121.4692",Luzon,2740,2009,195437
Region IV-A,Laguna,"14.1407, 121.4692",Luzon,2740,2010,201863
Region IV-A,Laguna,"14.1407, 121.4692",Luzon,2740,2011,206228
Region IV-A,Laguna,"14.1407, 121.4692",Luzon,2740,2012,208797
Region IV-A,Quezon,"13.9347, 121.9473",Luzon,2740,2005,251092
Region IV-A,Quezon,"13.9347, 121.9473",Luzon,2740,2006,251525
Region IV-A,Quezon,"13.9347, 121.9473",Luzon,2740,2007,250294
Region IV-A,Quezon,"13.9347, 121.9473",Luzon,2740,2008,254150
Region IV-A,Quezon,"13.9347, 121.9473",Luzon,2740,2009,256745
Region IV-A,Quezon,"13.9347, 121.9473",Luzon,2740,2010,257157
Region IV-A,Quezon,"13.9347, 121.9473",Luzon,2740,2011,264440
Region IV-A,Quezon,"13.9347, 121.9473",Luzon,2740,2012,268673
Region IV-A,Rizal,"14.6037, 121.3084",Luzon,2740,2005,185573
Region IV-A,Rizal,"14.6037, 121.3084",Luzon,2740,2006,190360
Region IV-A,Rizal,"14.6037, 121.3084",Luzon,2740,2007,194380
Region IV-A,Rizal,"14.6037, 121.3084",Luzon,2740,2008,199171
Region IV-A,Rizal,"14.6037, 121.3084",Luzon,2740,2009,202744
Region IV-A,Rizal,"14.6037, 121.3084",Luzon,2740,2010,206355
Region IV-A,Rizal,"14.6037, 121.3084",Luzon,2740,2011,214728
Region IV-A,Rizal,"14.6037, 121.3084",Luzon,2740,2012,225172
Region IV-A,Batangas City,"13.7565, 121.0583",Luzon,2740,2005,32935
Region IV-A,Batangas City,"13.7565, 121.0583",Luzon,2740,2006,33966
Region IV-A,Batangas City,"13.7565, 121.0583",Luzon,2740,2007,34311
Region IV-A,Batangas City,"13.7565, 121.0583",Luzon,2740,2008,34712
Region IV-A,Batangas City,"13.7565, 121.0583",Luzon,2740,2009,35064
Region IV-A,Batangas City,"13.7565, 121.0583",Luzon,2740,2010,35430
Region IV-A,Batangas City,"13.7565, 121.0583",Luzon,2740,2011,36066
Region IV-A,Batangas City,"13.7565, 121.0583",Luzon,2740,2012,35777
Region IV-A,Cavite City,"14.4791, 120.8970",Luzon,2740,2005,12397
Region IV-A,Cavite City,"14.4791, 120.8970",Luzon,2740,2006,12702
Region IV-A,Cavite City,"14.4791, 120.8970",Luzon,2740,2007,12784
Region IV-A,Cavite City,"14.4791, 120.8970",Luzon,2740,2008,12980
Region IV-A,Cavite City,"14.4791, 120.8970",Luzon,2740,2009,13002
Region IV-A,Cavite City,"14.4791, 120.8970",Luzon,2740,2010,12904
Region IV-A,Cavite City,"14.4791, 120.8970",Luzon,2740,2011,12951
Region IV-A,Cavite City,"14.4791, 120.8970",Luzon,2740,2012,13100
Region IV-A,Lipa City,"13.9419, 121.1644",Luzon,2740,2005,31364
